Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
00000000000X,US,326,863,69.115.102.229,ool-457366e5.dyn.optonline.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.29 on Linux,0,0,2014-12-27,CABLE-NET-1 - Cablevision Systems Corp.- US,6128,894,None
0000Middleman,US,2,560,198.252.121.79,host-198-252-121-79.brdband.com,9029,9030,0,0,0,0,0,1,1,1,1,Tor 0.3.0.10 on Windows 7,0,0,2017-08-19,JC-39-AS - JEFFERSON CO. CABLE- INC.- US,54934,12,None
0000Userzap,DE,76,301,46.38.250.39,threepwood.userzap.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2013-11-23,NETCUP-AS netcup GmbH- DE,197540,216,None
000p,FI,308,128,94.22.93.92,d860.ip14.netikka.fi,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-03-19,ANVIA Silmukkatie 6- Vaasa- Finland- FI,15527,934,None
00brilliano001,US,362,94,192.155.83.101,brilliano.com,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2013-06-18,LINODE-AP Linode- LLC- US,63949,2090,None
00startmorenodes00,FR,0,7,92.243.30.208,xvm-30-208.ghst.net,4443,4453,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-12-27,GANDI-AS Domain name registrar - http://www.gandi.net- FR,29169,1600,None
01847,FR,1,877,81.56.96.154,4be54-1-81-56-96-154.fbx.proxad.net,21,None,0,0,0,0,0,1,1,1,1,Tor 0.2.9.11 on Linux,0,0,2017-07-19,PROXAD- FR,12322,23,None
0x000000000,US,1764,59,198.58.100.240,trnsz.com,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.0-alpha-dev on Linux,0,0,2016-09-30,LINODE-AP Linode- LLC- US,63949,2820,None
0x00A,CZ,67,23,81.2.247.119,119.247.forpsi.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.1.9 on Linux,0,0,2017-10-22,INTERNET-CZ Ktis 2- 384 03 Ktis- CZ,24806,266,None
0x00B,CZ,120,23,80.211.193.7,7.193.forpsi.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.1.9 on Linux,0,0,2017-07-06,INTERNET-CZ Ktis 2- 384 03 Ktis- CZ,24806,348,None
0x00d6d99a632e792d,US,2,1541,66.24.84.54,cpe-66-24-84-54.stny.res.rr.com,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2016-04-07,RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC- US,11351,13,None
0x0420,SE,2077,4219,83.254.93.78,c83-254-93-78.bredband.comhem.se,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.11 on Linux,0,0,2014-04-10,COMHEM-SWEDEN- SE,39651,5900,None
0x3d001,FR,23895,661,91.121.23.100,0x3d.lu,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.3-alpha-dev on Linux,0,0,2016-05-31,OVH- FR,16276,63300,None
0x3d002,FR,26107,661,91.121.23.100,0x3d.lu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.3-alpha-dev on Linux,0,0,2014-04-22,OVH- FR,16276,54600,None
0x3d003,LU,5610,119,88.207.139.203,ip-88-207-139-203.dyn.luxdsl.pt.lu,19001,19030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2014-08-20,EPT-LU Entreprise des P. et T. Luxembourg- LU,6661,19100,None
0x3d004,DE,36755,945,62.138.7.171,snowden.pep-security.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2016-08-24,PLUSSERVER-AS- DE,8972,72300,None
0x3d005,DE,38552,945,62.138.7.171,snowden.pep-security.net,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2016-09-23,PLUSSERVER-AS- DE,8972,91600,None
0x3d006,NL,7054,945,51.15.13.245,elsa.0x3d.lu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-03-20,AS12876- FR,12876,22700,None
0x3d007,NL,8528,945,51.15.13.245,elsa.0x3d.lu,8001,8030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-03-20,AS12876- FR,12876,38100,None
0x3d043,NL,353,617,145.132.42.234,static-145.132.42.234.ip.telfort.nl,110,147,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2016-07-22,KPN This macro reflects our filtering-policy on- NL,1136,940,None
0x3d069,NL,626,449,37.48.120.47,sonix.dk,2195,None,0,0,1,1,0,1,1,1,0,Tor 0.3.1.8 on Linux,0,0,2015-01-20,LEASEWEB-NL Netherlands- NL,60781,3170,None
0x3ff,UA,845,16,176.37.38.208,host-176-37-38-208.la.net.ua,443,None,0,1,1,0,0,0,1,1,1,Tor 0.3.2.6-alpha on Linux,0,0,2017-08-01,LANETUA-AS- UA,39608,1760,None
0x400,DE,3,34,94.130.59.167,tor-exit.noname,8080,None,0,1,1,0,0,0,1,1,1,Tor 0.3.2.6-alpha on Linux,0,0,2017-12-02,HETZNER-AS- DE,24940,20,None
0x42FF,DE,3026,661,188.40.166.29,ghostshell.subsignal.org,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.3.1.8 on Linux,0,0,2015-07-27,HETZNER-AS- DE,24940,16300,None
0x66726565,BG,130,679,87.120.254.161,srv50.1complicatedlady.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-05-04,NETERRA-AS- BG,34224,260,None
0x66726566,LV,1075,270,185.61.149.12,mail.noreply-yahoo.cf,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-09-23,MAKONIX- LV,52173,3570,None
0x7ffd,DE,179,4196,81.169.152.100,schmitz-linneweber.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.29 on Linux,0,0,2014-04-23,STRATO STRATO AG- DE,6724,402,None
0xbadc0ffe,DE,172,200,87.149.123.242,p57957BF2.dip0.t-ipconnect.de,9001,9003,0,0,1,0,0,1,1,1,1,Tor 0.3.2.3-alpha on Linux,0,0,2016-04-23,DTAG Internet service provider operations- DE,3320,396,None
0xbaddad,GB,5790,55,46.101.9.51,roof.rlogin.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2014-04-08,DIGITALOCEAN-ASN-2- GB,202109,16800,None
0xdeadbeef,FR,4283,2534,37.187.96.183,mail.my-mail.rocks,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2017-05-11,OVH- FR,16276,8180,None
0xFFFF,FR,5443,94,90.87.151.84,AMontsouris-681-1-32-84.w90-87.abo.wanadoo.fr,9666,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2016-03-11,AS3215- FR,3215,19000,None
0xPC,FR,2678,281,212.129.49.59,212-129-49-59.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-01-22,AS12876- FR,12876,9130,None
0ZQIX7g6,RU,2626,186,77.37.142.179,broadband-77-37-142-179.moscow.rt.ru,9749,None,0,0,1,1,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2016-05-22,NCNET-AS- RU,42610,6210,None
1001nybrgsvgn17,SE,707,234,83.254.199.121,c83-254-199-121.bredband.comhem.se,64511,64520,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Darwin,0,0,2017-11-05,COMHEM-SWEDEN- SE,39651,4390,None
100Mbps4u,FR,131,26,5.135.159.128,5.135.159.128,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.0.9 on Linux,0,0,2014-10-08,OVH- FR,16276,9810,None
187113121848,DE,0,17,45.32.154.108,45.32.154.108.vultr.com,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.3.1.9 on Linux,0,0,2017-12-03,AS-CHOOPA - Choopa- LLC- US,20473,42,None
1961,US,27,689,75.166.221.219,75-166-221-219.hlrn.qwest.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.1.7 on Linux,0,0,2017-08-18,CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company- LLC- US,209,94,None
1984,DE,117,27,144.76.81.215,pixelinc.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.1.9 on Linux,0,0,2017-02-10,HETZNER-AS- DE,24940,9030,None
19dotrs,DE,2112,300,176.9.208.12,tor-relay.19.rs,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.14 on Linux,0,0,2016-12-10,HETZNER-AS- DE,24940,7130,None
1chandotus,US,671,605,45.33.111.116,li1438-116.members.linode.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2014-11-20,LINODE-AP Linode- LLC- US,63949,2680,None
1d1dnt3d1th3c0nf1g,NL,181,886,82.161.210.87,pindarots.xs4all.nl,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2014-04-21,XS4ALL-NL Amsterdam- NL,3265,540,None
1EpHny,CA,2077,1114,158.69.198.177,177.ip-158-69-198.net,6895,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.7 on Linux,0,0,2017-03-27,OVH- FR,16276,15700,None
1stAmmendment,US,426,1292,93.188.161.36,93.188.161.36,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.14 on Linux,0,0,2017-10-11,HOSTINGER-AS- LT,47583,1430,None
1stsep2017toruser,CH,2,297,87.102.172.100,cable-static-172-100.muttenznet.ch,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.3.1.8 on Linux,0,0,2017-09-12,IMPNET-AS- CH,6772,39,None
1varanasi,GB,588,891,178.79.173.147,li310-147.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.11 on Linux,0,0,2014-08-05,LINODE-AP Linode- LLC- US,63949,1420,None
21b,FR,3152,737,51.15.74.130,130-74-15-51.rev.cloud.scaleway.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-09-12,AS12876- FR,12876,7900,None
2501,DE,0,23,85.181.115.128,x55b57380.dyn.telefonica.de,9001,None,0,0,0,0,0,0,1,1,1,Tor 0.2.9.12 on Linux,0,0,2014-08-09,TDDE-ASN1- DE,6805,20,None
2bykolec,PL,519,2766,178.19.104.227,hosted-by.slaskdatacenter.pl,8089,1442,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-04-17,LIVENET-- PL,59491,1070,None
2cat,US,2,14826,137.135.8.233,137.135.8.233,443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.4.23 on Linux,0,0,2013-05-01,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation- US,8075,27,None
2Contribute,NL,7543,186,80.127.137.14,2contribute-torrelaynode.xs4all.nl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-03-19,XS4ALL-NL Amsterdam- NL,3265,5780,None
2mpdhack,US,19,394,98.216.134.151,c-98-216-134-151.hsd1.ma.comcast.net,80,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.10 on FreeBSD,0,0,2014-04-16,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,104,None
2ndrelayofnapoleon,US,46,32,76.19.132.163,c-76-19-132-163.hsd1.ma.comcast.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.3.1.8 on Linux,0,0,2017-02-03,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,138,None
2propstor,US,75,10,69.62.162.178,178.162-62-69.ftth.swbr.surewest.net,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2014-06-06,SUREWEST - Consolidated Communications- Inc.- US,14051,187,None
343ELH05T,US,0,6,97.127.35.110,97-127-35-110.mpls.qwest.net,58000,58001,0,0,0,0,0,0,1,1,1,Tor 0.2.4.21 on Windows XP,0,0,2014-10-28,CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company- LLC- US,209,3,None
34hdc8w479a5fc,DE,855,165,90.187.21.25,business-90-187-21-25.pool2.vodafone-ip.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.13 on Linux,0,0,2017-05-22,KABELDEUTSCHLAND-AS- DE,31334,2540,None
3cce3a91f6a625,NL,28275,13,85.145.173.31,31-173-145-85.ftth.glasoperator.nl,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2014-04-12,TMOBILE-THUIS- NL,50266,39600,None
3gr355,PL,371,300,94.23.89.90,94.23.89.90,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.0.9 on Linux,0,0,2017-08-21,OVH- FR,16276,1070,None
421973,DE,7070,1190,144.76.172.187,static.187.172.76.144.clients.your-server.de,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.3.1.7 on Linux,0,0,2015-12-29,HETZNER-AS- DE,24940,47700,None
42isNotTheAnswer,DE,1038,74,46.165.253.180,46.165.253.180,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.14 on Linux,0,0,2015-08-01,LEASEWEB-- DE,28753,2180,None
456c,UA,1146,1237,91.213.8.89,91.213.8.89,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-09-29,XSERVER-IP-NETWORK-AS- UA,48031,3760,None
45p33d,RU,562,297,46.173.38.149,46-173-38-149.gorcom.ru,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2016-10-09,GORSET-AS- RU,49120,1810,None
475,US,258,453,136.29.40.192,136.29.40.192,12001,12030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-08-20,WEBPASS - Webpass Inc.- US,19165,1030,None
475Two,US,337,453,136.29.40.192,136.29.40.192,12002,12031,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-09-16,WEBPASS - Webpass Inc.- US,19165,1700,None
4Charlie2Merabet,US,343,17271,172.245.219.133,172.245.219.133,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.10 on Linux,0,0,2015-01-21,AS-COLOCROSSING - ColoCrossing- US,36352,388,None
4fe98f41,ES,1122,178,213.148.212.114,ftth-213-148-212-114.fibracat.cat,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.5.14 on Linux,0,0,2017-10-07,ALTECOM- ES,16030,8310,None
4pyro2eu3org0,GB,762,63,217.155.40.118,guisborough-1.rcc.uk.cluster.ok24.net,9001,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.9 on GNU/kFreeBSD,0,0,2014-06-10,ZEN-AS Zen Internet Plexus Network - UK- GB,13037,1920,None
4thAmendment,US,372,6541,167.160.84.127,dev.null,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2017-03-06,CDC - Continuum Data Centers- LLC.- US,53264,3010,None
4thePEOPLE,DE,1,84,84.56.107.26,dslb-084-056-107-026.084.056.pools.vodafone-ip.de,9001,None,0,0,0,0,0,0,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-11-20,VODANET International IP-Backbone of Vodafone- DE,3209,20,None
4tkekRelay1,CA,732,107,174.94.109.114,mtrlpq3015w-lp140-02-174-94-109-114.dsl.bell.ca,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-10-16,BACOM - Bell Canada- CA,577,3440,None
4YReUEdN,DE,59,18,78.35.245.81,xdsl-78-35-245-81.netcologne.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.14 on Linux,0,0,2017-08-02,NETCOLOGNE- DE,8422,467,None
514nDoG,IT,0,4,151.45.82.158,adsl-ull-158-82.45-151.wind.it,59001,None,0,0,0,0,0,0,1,1,1,Tor 0.3.1.9 on Linux,0,0,2016-02-15,ASN-WINDTRE IUNET- IT,1267,10,None
51Pegasib,GB,83,477,82.41.10.135,cpc104974-bath7-2-0-cust134.18-1.cable.virginm.net,443,None,0,0,1,0,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2017-09-19,NTL- GB,5089,187,None
546f722052656c6179,DE,41,26,87.78.239.117,xdsl-87-78-239-117.netcologne.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.12 on Linux,0,0,2017-11-01,NETCOLOGNE- DE,8422,181,None
555nase,FR,3379,463,37.187.3.106,tor-relay.outer-space.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2015-06-03,OVH- FR,16276,6250,None
5cat,US,330,2719,69.164.195.92,ihas.5cat.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-04-25,LINODE-AP Linode- LLC- US,63949,1150,None
5OfNovember,FR,10220,50,62.210.247.178,iss.dc3.milkywan.space,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-04-04,AS12876- FR,12876,24900,None
5P33DY,AT,51,276,62.178.135.3,62.178.135.3,19001,19030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.12 on Linux,0,0,2017-03-30,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,117,None
5socks,FI,115,300,188.165.138.72,188.165.138.72,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.0.9 on Linux,0,0,2017-08-21,OVH- FR,16276,79,None
626Net,DE,10904,50,89.163.155.202,FW.626Corp.net,6264,6265,0,1,1,0,0,0,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-10-08,MYLOC-AS- DE,24961,51900,None
63167964,DE,1085,12,80.129.109.31,p50816D1F.dip0.t-ipconnect.de,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.12 on Linux,0,0,2017-11-19,DTAG Internet service provider operations- DE,3320,4050,None
65MjdPBG,DE,0,7,93.238.188.12,p5DEEBC0C.dip0.t-ipconnect.de,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.9.11 on Linux,0,0,2017-01-10,DTAG Internet service provider operations- DE,3320,8,None
680258r,ES,1473,87,192.148.201.16,toribio.rediris.es,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-11-06,REDIRIS RedIRIS Autonomous System- ES,766,6140,None
6c61tor01,US,1999,36,199.200.15.10,199.200.15.10,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-08-20,FIBERSPHERE - Fibersphere Communications- Inc.- US,54154,8490,None
6c7a228d3,IN,150,332,139.59.7.124,139.59.7.124,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2016-11-12,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,649,None
6cf29a,GB,50,656,185.21.216.183,thisis.feralhosting.com,9443,None,0,0,1,0,0,1,1,1,1,Tor 0.2.8.10-dev on Linux,0,0,2016-02-11,FERAL Feral Hosting- GB,200052,168,None
73rmin470rx,AU,7,49,14.202.230.49,14-202-230-49.static.tpgi.com.au,9001,None,0,1,0,0,0,0,1,1,0,Tor 0.2.5.14 on Linux,0,0,2017-11-12,TPG-INTERNET-AP TPG Telecom Limited- AU,7545,3,None
8af34cb1,PL,476,736,193.111.26.37,brawler.rmf.pl,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.12 on Linux,0,0,2016-11-17,RMF-KRAKOW-- PL,15728,1350,None
8lyWARGTU4wesrfy8i,GB,230,1020,176.58.121.159,li523-159.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.7 on Linux,0,0,2013-08-11,LINODE-AP Linode- LLC- US,63949,532,None
a10060c393046cfd,AR,189,574,190.216.2.136,190-216-2-136.static.impsat.net.ar,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2015-08-29,LVLT-3549 - Level 3 Communications- Inc.- US,3549,17,None
a6xzL5,RU,2651,1292,188.244.43.25,cybertik.prokudin.org,9090,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2015-10-24,CO-2COM-AS Moscow- RU,8334,5820,None
a8g9u430h,NL,142,6,37.139.25.31,37.139.25.31,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-07-11,DIGITALOCEAN-ASN-3- NL,202018,15900,None
aaaaee2g,FR,454,674,92.169.48.59,LFbn-1-4296-59.w92-169.abo.wanadoo.fr,993,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2015-12-23,AS3215- FR,3215,1110,None
aaalba,AL,28,2960,31.171.155.102,31.171.155.102,443,8080,0,0,1,0,0,1,1,1,1,Tor 0.3.0.9 on Linux,0,0,2016-08-30,KEMINET- AL,197706,79,None
AAAPolicy,HU,1505,27,91.219.237.19,no-hostname.azar-a.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2014-11-02,SERVERASTRA-AS- HU,56322,7670,None
aaar2d2de,DE,1,24,92.194.138.107,port-92-194-138-107.dynamic.qsc.de,443,9031,0,0,0,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-05-05,QSC-1 Mathias-Brueggen-Str. 55- DE,20676,19,None
aaatortest,FR,105,456,62.210.206.53,pssbackup.pss-network.com,21,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2014-10-03,AS12876- FR,12876,155,None
aanetuk,GB,1010,1253,90.155.23.218,218.23.155.90.in-addr.arpa,443,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.12 on Linux,0,0,2014-09-06,AS20712- GB,20712,5410,None
aaramus,DE,0,13,93.228.174.60,p5DE4AE3C.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.4.27 on Linux,0,0,2017-01-10,DTAG Internet service provider operations- DE,3320,49,None
AaronSwartz,US,139,442,70.115.131.34,cpe-70-115-131-34.austin.res.rr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-11-15,SCRR-11427 - Time Warner Cable Internet LLC- US,11427,359,None
AaronSwartzDay,US,5662,740,159.203.98.74,159.203.98.74,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.1.8 on Linux,0,0,2017-11-03,DIGITALOCEAN-ASN-NY2 - Digital Ocean- Inc.- US,62567,31500,None
aberto,UA,385,1282,91.203.5.146,mrtlu.partpossibility.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.11 on Linux,0,0,2015-09-10,VOLIA-AS- UA,25229,1070,None
abgtor,BG,583,1772,92.247.51.169,lxr5.antzi.bg,9090,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.14 on Linux,0,0,2011-07-20,HOMELAN-AS- BG,29580,1410,None
abominable,ES,209,300,178.33.115.202,178.33.115.202,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.0.9 on Linux,0,0,2017-08-21,OVH- FR,16276,594,None
AbseitsTOR,DE,75,22,86.103.179.167,167-179-103-86.dynamic.dsl.tng.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.12 on Linux,0,0,2017-09-05,TNG-AS Projensdorfer Strasse 324- DE,13101,249,None
abunyasha,RU,6607,4530,5.61.239.34,twoc.e.smailru.net,18456,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-02-07,MAILRU-AS Mail.Ru- RU,47764,17300,None
abuser,FR,2735,223,37.187.125.139,desu.abuser.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.11 on Linux,0,0,2017-11-24,OVH- FR,16276,9660,None
accordant,NL,295,10772,95.211.160.148,95.211.160.148,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-05-09,LEASEWEB-NL Netherlands- NL,60781,1060,None
Achelois,PL,983,233,195.22.125.146,195.22.125.146,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.5.14 on Linux,0,0,2017-08-27,SPRINT-SDC- PL,197226,1360,None
achtung,IL,774,4944,82.80.33.99,bzq-80-33-99.red.bezeqint.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.21 on Linux,0,0,2014-04-08,BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone- IL,8551,1740,None
acidwatch,FR,4265,85,51.15.193.126,126-193-15-51.rev.cloud.scaleway.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.1.7 on Linux,0,0,2017-09-20,AS12876- FR,12876,16400,None
AcMNPVTorBox,NL,50,1068,188.226.222.19,188.226.222.19,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2015-06-17,DIGITALOCEAN-ASN-3- NL,202018,107,None
Actor,US,99,4,47.199.118.81,47.199.118.81,9222,None,0,0,1,0,0,0,1,1,0,Tor 0.3.0.9 on Linux,0,0,2017-06-01,FRONTIER-FRTR - Frontier Communications of America- Inc.- US,5650,430,None
adab,GB,73,178,176.58.120.22,vulg.us,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2014-06-10,LINODE-AP Linode- LLC- US,63949,200,None
adelheid,DE,2,1280,77.23.172.75,ip4d17ac4b.dynamic.kabel-deutschland.de,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.14 on Linux,0,0,2015-07-02,KABELDEUTSCHLAND-AS- DE,31334,30,None
ADKP,FR,3,834,185.41.154.130,vps-4032.fhnet.fr,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.14 on Linux,0,0,2016-05-14,FIRSTHEBERG- FR,197922,28,None
adlon,CH,7106,1477,185.73.240.205,185.73.240.205,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.11 on Linux,0,0,2016-08-18,SINAVPS SinaVPS- CH,59741,18300,None
AdmiralLee,KR,5,380,116.255.86.199,116.255.86.199,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.14 on Linux,0,0,2017-05-01,CMBHK-AS-KR CMB- KR,38680,6,None
adriana,DE,878,90,176.9.46.72,static.72.46.9.176.clients.your-server.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.0.10 on Linux,0,0,2017-11-30,HETZNER-AS- DE,24940,8250,None
Adyku,NL,455,78,188.226.157.127,188.226.157.127,12343,None,0,0,1,0,0,0,1,1,1,Tor 0.2.9.12 on Linux,0,0,2017-11-30,DIGITALOCEAN-ASN-3- NL,202018,1170,None
Adyku,NL,356,78,188.226.157.127,188.226.157.127,12345,None,0,0,1,0,0,0,1,1,1,Tor 0.2.9.12 on Linux,0,0,2017-12-01,DIGITALOCEAN-ASN-3- NL,202018,1530,None
AeHei4kie1bae8aefei,FR,161,965,178.32.221.58,www.efflam.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-12-03,OVH- FR,16276,289,None
aergia,FR,859,29,37.187.98.185,node.aergia.eu,22,49030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.9 on Linux,0,0,2014-06-06,OVH- FR,16276,3550,None
